sequence,phase,archive_path,source_path,source_rel,description,size_bytes,sha256,mime_guess,filesystem_birth_utc,filesystem_mtime_utc,filesystem_ctime_utc,logical_evidence_time_utc,timestamp_fidelity
48,28,Agent 9 edge/payload/home/user/.npm/_update-notifier-last-checked,/home/user/.npm/_update-notifier-last-checked,.npm/_update-notifier-last-checked,Zero-byte npm update-notifier marker created as an npm side effect.,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,inode/x-empty,2026-09-04 14:16:00.641118737 +0000,2026-09-04 14:16:00.641118737 +0000,2026-09-04 14:16:00.641118737 +0000,2026-09-04 14:16:00.641118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
49,28,Agent 9 edge/payload/home/user/.npm/_logs/2026-09-04T14_16_00_165Z-debug-0.log,/home/user/.npm/_logs/2026-09-04T14_16_00_165Z-debug-0.log,.npm/_logs/2026-09-04T14_16_00_165Z-debug-0.log,npm debug log created as a side effect of npm list/install probes; retained for complete provenance.,717,568c4acdbe6609dec540711e8e02bc575f338bb6d038bb5966bf8b197ea3b4da,text/plain,2026-09-04 14:16:00.189118737 +0000,2026-09-04 14:16:00.825118737 +0000,2026-09-04 14:16:00.825118737 +0000,2026-09-04 14:16:00.825118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
50,28,Agent 9 edge/payload/home/user/.npm/_logs/2026-09-04T14_17_59_900Z-debug-0.log,/home/user/.npm/_logs/2026-09-04T14_17_59_900Z-debug-0.log,.npm/_logs/2026-09-04T14_17_59_900Z-debug-0.log,npm debug log created as a side effect of npm list/install probes; retained for complete provenance.,717,9bd52c0ebf5f2b1107ba535b998e9343bc726eb782c248ccef3ebf6ae1d2fbdd,text/plain,2026-09-04 14:17:59.925118737 +0000,2026-09-04 14:18:00.229118737 +0000,2026-09-04 14:18:00.229118737 +0000,2026-09-04 14:18:00.229118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
51,28,Agent 9 edge/payload/home/user/.npm/_cacache/content-v2/sha512/fb/ca/2f552916ba7548a39fc87ddb7ddecb4f58408b2e3cfee63c6b256be164bf40c5245d799269512d2650f028ad83a0970d4dcb87d4612f1b9d379408956292,/home/user/.npm/_cacache/content-v2/sha512/fb/ca/2f552916ba7548a39fc87ddb7ddecb4f58408b2e3cfee63c6b256be164bf40c5245d799269512d2650f028ad83a0970d4dcb87d4612f1b9d379408956292,.npm/_cacache/content-v2/sha512/fb/ca/2f552916ba7548a39fc87ddb7ddecb4f58408b2e3cfee63c6b256be164bf40c5245d799269512d2650f028ad83a0970d4dcb87d4612f1b9d379408956292,Opaque npm content-addressed cache blob created by the is-number package-install probe.,36183,8fdfbca6f95aa058e4e228ec3a4dc76b5b0a9f53354f06681a3effb2fca7ef92,application/json,2026-09-04 14:18:56.681118737 +0000,2026-09-04 14:18:56.681118737 +0000,2026-09-04 14:18:56.685118737 +0000,2026-09-04 14:18:56.681118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
52,28,Agent 9 edge/payload/home/user/.npm/_cacache/content-v2/sha512/e3/50/a27e483a7bc4f2952a5db53a5e2d532abd20445734edb47bc4443ef8d7ea6767c00dbf4d34e0c44be3740a3c394af5c1af369e8d6566540656c65d8c719e,/home/user/.npm/_cacache/content-v2/sha512/e3/50/a27e483a7bc4f2952a5db53a5e2d532abd20445734edb47bc4443ef8d7ea6767c00dbf4d34e0c44be3740a3c394af5c1af369e8d6566540656c65d8c719e,.npm/_cacache/content-v2/sha512/e3/50/a27e483a7bc4f2952a5db53a5e2d532abd20445734edb47bc4443ef8d7ea6767c00dbf4d34e0c44be3740a3c394af5c1af369e8d6566540656c65d8c719e,Opaque npm content-addressed cache blob created by the is-number package-install probe.,3730,7b75c1057198cf97696909a9bee176c9c5e9bcb5b03bf3ecef2f484defadd51e,application/gzip,2026-09-04 14:18:56.745118737 +0000,2026-09-04 14:18:56.745118737 +0000,2026-09-04 14:18:56.745118737 +0000,2026-09-04 14:18:56.745118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
53,28,Agent 9 edge/payload/home/user/.npm/_cacache/index-v5/28/af/3f5b8e1c4db46b2c24d0264a2bb8ab473f22a4f13707d911085e0a717fb7,/home/user/.npm/_cacache/index-v5/28/af/3f5b8e1c4db46b2c24d0264a2bb8ab473f22a4f13707d911085e0a717fb7,.npm/_cacache/index-v5/28/af/3f5b8e1c4db46b2c24d0264a2bb8ab473f22a4f13707d911085e0a717fb7,npm cache index entry created by the package-install probe.,674,6f4e63c11145b94dfec01ba6d1d737c415f982fcb556b87070505ce6b87cc08d,text/plain,2026-09-04 14:18:56.749118737 +0000,2026-09-04 14:18:56.749118737 +0000,2026-09-04 14:18:56.749118737 +0000,2026-09-04 14:18:56.749118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
54,28,Agent 9 edge/payload/home/user/.npm/_logs/2026-09-04T14_18_56_360Z-debug-0.log,/home/user/.npm/_logs/2026-09-04T14_18_56_360Z-debug-0.log,.npm/_logs/2026-09-04T14_18_56_360Z-debug-0.log,npm debug log created as a side effect of npm list/install probes; retained for complete provenance.,1552,d1567290a5c1e67a04d908882f3a58a2d4d48b3a02f00d337ed9d510273e960e,text/plain,2026-09-04 14:18:56.385118737 +0000,2026-09-04 14:18:56.753118737 +0000,2026-09-04 14:18:56.753118737 +0000,2026-09-04 14:18:56.753118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
55,28,Agent 9 edge/payload/home/user/.npm/_logs/2026-09-04T14_20_04_341Z-debug-0.log,/home/user/.npm/_logs/2026-09-04T14_20_04_341Z-debug-0.log,.npm/_logs/2026-09-04T14_20_04_341Z-debug-0.log,npm debug log created as a side effect of npm list/install probes; retained for complete provenance.,717,4bec2c64d4d09dc3baee891d7045fc0b54a5f6cc6fb6c1dcff03cd8ea7fc4667,text/plain,2026-09-04 14:20:04.365118737 +0000,2026-09-04 14:20:04.633118737 +0000,2026-09-04 14:20:04.633118737 +0000,2026-09-04 14:20:04.633118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
56,28,Agent 9 edge/payload/home/user/.npm/_cacache/index-v5/98/20/8cf39748e26add3139706a657e8908982a79143e5c985f1a3fd09031cf57,/home/user/.npm/_cacache/index-v5/98/20/8cf39748e26add3139706a657e8908982a79143e5c985f1a3fd09031cf57,.npm/_cacache/index-v5/98/20/8cf39748e26add3139706a657e8908982a79143e5c985f1a3fd09031cf57,npm cache index entry created by the package-install probe.,695,9e315b90221fcf2b1be80c8ea2ff9e1424061a445bf37f7f497eef93f4891731,text/plain,2026-09-04 14:20:59.949118737 +0000,2026-09-04 14:20:59.949118737 +0000,2026-09-04 14:20:59.949118737 +0000,2026-09-04 14:20:59.949118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
57,28,Agent 9 edge/payload/home/user/.npm/_logs/2026-09-04T14_20_59_757Z-debug-0.log,/home/user/.npm/_logs/2026-09-04T14_20_59_757Z-debug-0.log,.npm/_logs/2026-09-04T14_20_59_757Z-debug-0.log,npm debug log created as a side effect of npm list/install probes; retained for complete provenance.,1318,7133b586e0099ca2dcd0183ebbd45162d6250dfd2bbda35a34e574ee5770fb5e,text/plain,2026-09-04 14:20:59.777118737 +0000,2026-09-04 14:20:59.981118737 +0000,2026-09-04 14:20:59.981118737 +0000,2026-09-04 14:20:59.981118737 +0000,"Side-effect log/cache time from current filesystem metadata and, for logs, timestamped filename/content."
58,29,Agent 9 edge/payload/home/user/environment_evidence/README.md,/home/user/environment_evidence/README.md,environment_evidence/README.md,"Index for the reproducible evidence package, raw files, manifests, verification commands, and diff instructions.",3732,871ebadc7c0f8c8117349ee77c215b383ccd5e4408529a3b1eeb291441667c46,text/markdown,2026-09-04 14:21:37.533118737 +0000,2026-09-04 14:21:48.865118737 +0000,2026-09-04 14:21:48.865118737 +0000,2026-09-04T14:15:19Z onward,Current inode birth/mtime available; canonical full-run timestamps are in its manifest.
59,29,Agent 9 edge/payload/home/user/environment_evidence/probe_environment.sh,/home/user/environment_evidence/probe_environment.sh,environment_evidence/probe_environment.sh,Canonical reusable full/quick environment probe script.,27124,870774e553380dd881964cfb09cc74871349e8b3b3ac2d00a53214022568046b,text/x-sh,2026-09-04 14:15:19.649118737 +0000,2026-09-04 14:19:58.465118737 +0000,2026-09-04 14:19:58.465118737 +0000,2026-09-04T14:15:19Z onward,Current inode birth/mtime available; canonical full-run timestamps are in its manifest.
60,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/SHA256SUMS,/home/user/environment_evidence/runs/20260904T142002Z-2576/SHA256SUMS,environment_evidence/runs/20260904T142002Z-2576/SHA256SUMS,GNU sha256sum-compatible checksums for all raw transcript files in that evidence run.,1227,25718eeeea2159d27fdbec1be5d0ca038fda35ab1a48e70ed5f244cbf4034e1b,text/plain,2026-09-04 14:21:11.261118737 +0000,2026-09-04 14:21:11.265118737 +0000,2026-09-04 14:21:11.265118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
61,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/manifest.json,/home/user/environment_evidence/runs/20260904T142002Z-2576/manifest.json,environment_evidence/runs/20260904T142002Z-2576/manifest.json,Machine-readable JSON form of the per-run verification manifest.,2444,9e1b1424da1414acd25eddb632e3c0655c5c491737c6a6d2adcf4de4e9ced652,application/json,2026-09-04 14:21:11.289118737 +0000,2026-09-04 14:21:11.289118737 +0000,2026-09-04 14:21:11.289118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
62,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/manifest.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/manifest.txt,environment_evidence/runs/20260904T142002Z-2576/manifest.txt,"Human-readable per-run verification manifest with timestamps, sandbox/template IDs, script hash, and raw-file hashes.",1734,a6d88f593043de71a4c02c449da023aa464b63d4ff5e52a11e04dce32569ea4f,text/plain,2026-09-04 14:21:11.265118737 +0000,2026-09-04 14:21:11.269118737 +0000,2026-09-04 14:21:11.269118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
63,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/persistence_sentinel.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/persistence_sentinel.txt,environment_evidence/runs/20260904T142002Z-2576/persistence_sentinel.txt,Per-run sentinel used by the final persistence probe.,82,07261817eeaf0d3f1c9ee778088e75adf96953d6ea21aa7341ab3eba9fcc4ab0,text/plain,2026-09-04 14:20:02.725118737 +0000,2026-09-04 14:20:02.725118737 +0000,2026-09-04 14:20:02.725118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
64,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/probe_environment.sh,/home/user/environment_evidence/runs/20260904T142002Z-2576/probe_environment.sh,environment_evidence/runs/20260904T142002Z-2576/probe_environment.sh,Exact probe script frozen beside its run so later canonical-script edits cannot change provenance.,27124,870774e553380dd881964cfb09cc74871349e8b3b3ac2d00a53214022568046b,text/x-sh,2026-09-04 14:20:02.721118737 +0000,2026-09-04 14:20:02.721118737 +0000,2026-09-04 14:20:02.725118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
65,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/01_runtime.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/01_runtime.txt,environment_evidence/runs/20260904T142002Z-2576/raw/01_runtime.txt,Direct runtime/identity/OS/libc/time/environment-name command transcript.,2522,19987b39b38e3e34add290f36c967bdfc46d3c0a0eb5aceea83af07be5661cee,text/plain,2026-09-04 14:20:02.725118737 +0000,2026-09-04 14:20:02.869118737 +0000,2026-09-04 14:20:02.869118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
66,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/02_isolation.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/02_isolation.txt,environment_evidence/runs/20260904T142002Z-2576/raw/02_isolation.txt,"Direct VM/container, cgroup, capabilities, namespaces, process tree, LSM, devices, and dmesg transcript.",43161,8db0daaffa8b6179c6a1315551bf8dc05a8db86c8675e949509689127c51b66b,text/plain,2026-09-04 14:20:02.869118737 +0000,2026-09-04 14:20:02.957118737 +0000,2026-09-04 14:20:02.957118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
67,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/03_resources.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/03_resources.txt,environment_evidence/runs/20260904T142002Z-2576/raw/03_resources.txt,"Direct rlimit, CPU, memory, cgroup, pressure, descriptor-limit, and GPU transcript.",10070,9565b8723414c2761776843ec198b58a5f0dbee4a5e21cac40258fc82de8e93b,text/plain,2026-09-04 14:20:02.957118737 +0000,2026-09-04 14:20:03.013118737 +0000,2026-09-04 14:20:03.013118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
68,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/04_tooling.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/04_tooling.txt,environment_evidence/runs/20260904T142002Z-2576/raw/04_tooling.txt,Direct command-path and version probes for all requested tools and runtimes.,12979,64d9df26f6559143314f711651470ea6d9246c37e0b329afe15c2eace9cb8b2d,text/plain,2026-09-04 14:20:03.013118737 +0000,2026-09-04 14:20:03.937118737 +0000,2026-09-04 14:20:03.937118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
69,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/05_packages.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/05_packages.txt,environment_evidence/runs/20260904T142002Z-2576/raw/05_packages.txt,"Direct pip package list, selected Python import metadata, npm globals, and apt source transcript.",6183,74a33c35e785b74bd56a8427e1ed351c6d771dbd1aecd7a60df90350097eeb38,text/plain,2026-09-04 14:20:03.937118737 +0000,2026-09-04 14:20:04.645118737 +0000,2026-09-04 14:20:04.645118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
70,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/06_filesystem.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/06_filesystem.txt,environment_evidence/runs/20260904T142002Z-2576/raw/06_filesystem.txt,Direct capacity/inode/mount/stat and user/root write-test transcript.,8071,659ac2741ea62ee9c53bd88178adcd9c971b8efbd2810ff77784cf06dc14d811,text/plain,2026-09-04 14:20:04.645118737 +0000,2026-09-04 14:20:04.781118737 +0000,2026-09-04 14:20:04.781118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
71,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/07_dns.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/07_dns.txt,environment_evidence/runs/20260904T142002Z-2576/raw/07_dns.txt,"Direct resolver configuration, getaddrinfo, UDP DNS, and sudo ICMP transcript.",8574,d76c96ba9c0592b941ecd204c08fe5fe5a235cb3ada5f3290ea43685dc8645c4,text/plain,2026-09-04 14:20:04.781118737 +0000,2026-09-04 14:20:15.113118737 +0000,2026-09-04 14:20:15.113118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
72,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/08_http_latency.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/08_http_latency.txt,environment_evidence/runs/20260904T142002Z-2576/raw/08_http_latency.txt,"Direct proxy, captive-portal, and repeated curl HTTP/TLS/TTFB timing transcript.",5004,4d081b9237cac227eac9bd42ad57ad6a8b703e294687b5b1f5239ece76675fea,text/plain,2026-09-04 14:20:15.113118737 +0000,2026-09-04 14:20:16.101118737 +0000,2026-09-04 14:20:16.101118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
73,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/09_net_matrix.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/09_net_matrix.txt,environment_evidence/runs/20260904T142002Z-2576/raw/09_net_matrix.txt,"Direct TCP port matrix, Git HTTPS/native/SSH, and IPv6 transcript.",3513,5fc74adae4b7f8b4e507c48a7054c101b256824702d88c5db4e3c0aedd44c23b,text/plain,2026-09-04 14:20:16.101118737 +0000,2026-09-04 14:20:47.093118737 +0000,2026-09-04 14:20:47.093118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
74,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/10_throughput.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/10_throughput.txt,environment_evidence/runs/20260904T142002Z-2576/raw/10_throughput.txt,Direct Google/GitHub/PyPI/Hugging Face/Cloudflare download and upload throughput transcript.,6062,5c0966bf28d3d6f5619e442e4e20f463e8d1461e0995436754bc0f84fa8cec75,text/plain,2026-09-04 14:20:47.093118737 +0000,2026-09-04 14:20:50.961118737 +0000,2026-09-04 14:20:50.961118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
75,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/11_benchmarks.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/11_benchmarks.txt,environment_evidence/runs/20260904T142002Z-2576/raw/11_benchmarks.txt,"Direct CPU, NumPy, sequential disk, warm-cache, and direct-I/O benchmark transcript.",3625,797adfde2729137dbdafb791b4d8655136e9323745c638d3146efd6ce7c5477b,text/plain,2026-09-04 14:20:50.965118737 +0000,2026-09-04 14:20:57.213118737 +0000,2026-09-04 14:20:57.213118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
76,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/12_install_compile.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/12_install_compile.txt,environment_evidence/runs/20260904T142002Z-2576/raw/12_install_compile.txt,Direct venv/pip/npm/GCC/Make/apt install and cleanup transcript.,5865,b6dfc36c0acd231ccfcffda76b4f027056cf0330e37709ca913ebbb832ecfa84,text/plain,2026-09-04 14:20:57.213118737 +0000,2026-09-04 14:21:03.313118737 +0000,2026-09-04 14:21:03.313118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
77,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/13_memory_process.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/13_memory_process.txt,environment_evidence/runs/20260904T142002Z-2576/raw/13_memory_process.txt,Direct controlled-memory-allocation and local background heartbeat transcript.,2852,5978de7180ee7c6869ef25643e5989010bb82a5e7bb8a2ba6399a60f9f704a54,text/plain,2026-09-04 14:21:03.321118737 +0000,2026-09-04 14:21:11.241118737 +0000,2026-09-04 14:21:11.241118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
78,30,Agent 9 edge/payload/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/14_persistence.txt,/home/user/environment_evidence/runs/20260904T142002Z-2576/raw/14_persistence.txt,environment_evidence/runs/20260904T142002Z-2576/raw/14_persistence.txt,"Direct run-sentinel, raw-file listing, and final capacity transcript.",2068,b747ebe14b3cac5db1b6e66031e0f4d1b34904668398eb6ae59c52f950e3a51b,text/plain,2026-09-04 14:21:11.241118737 +0000,2026-09-04 14:21:11.253118737 +0000,2026-09-04 14:21:11.253118737 +0000,2026-09-04T14:20:02.722079460Z to 2026-09-04T14:21:11.259311599Z,Exact full-run interval from the hash-verified manifest; per-file current inode birth/mtime is also recorded.
79,31,Agent 9 edge/payload/home/user/environment_evidence_20260904T142002Z-2576.zip,/home/user/environment_evidence_20260904T142002Z-2576.zip,environment_evidence_20260904T142002Z-2576.zip,Earlier compact evidence bundle containing the canonical full probe run and its documentation.,62153,e8215900f3136be5bfddbd74233d9c05b48dc7bfff250802f77ffa5e53dfdb9d,application/zip,2026-09-04 14:21:45.349118737 +0000,2026-09-04 14:21:45.353118737 +0000,2026-09-04 14:21:45.353118737 +0000,2026-09-04 14:21:45.353118737 +0000,Current inode birth/mtime available.
80,31,Agent 9 edge/payload/home/user/environment_evidence_20260904T142002Z-2576.zip.sha256,/home/user/environment_evidence_20260904T142002Z-2576.zip.sha256,environment_evidence_20260904T142002Z-2576.zip.sha256,External SHA-256 sidecar for the earlier compact evidence bundle.,124,e98549f35fc34d217a40292af87bda26035dbb52e33afc404aad99316acbed84,text/plain,2026-09-04 14:21:45.365118737 +0000,2026-09-04 14:21:45.365118737 +0000,2026-09-04 14:21:45.365118737 +0000,2026-09-04 14:21:45.365118737 +0000,Current inode birth/mtime available.
81,40,Agent 9 edge/payload/home/user/build_agent9_archive.py,/home/user/build_agent9_archive.py,build_agent9_archive.py,Self-contained builder used to create this comprehensive Agent 9 edge archive and its metadata.,43380,d4353915aa502942e5cfe793d03e721e38c733bb7f1e96cc0e32510f57f6273b,text/x-python,2026-09-04 14:29:42.253563268 +0000,2026-09-04 14:31:45.713563268 +0000,2026-09-04 14:31:45.713563268 +0000,2026-09-04 14:29:42.253563268 +0000,Current inode birth/mtime available.
82,50,Agent 9 edge/00_READ_ME_FIRST.md,[generated while packaging],[archive-generated],"Primary archive guide: scope, layout, verification, timestamp fidelity, and self-inclusion caveat.",4749,ce943c86fbc1ab6ea7387063ab8d27d0cdd878dc5659496b4bdd2484de19cc11,text/markdown,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04T14:31:48.936310Z,Exact current inode metadata from archive staging; generated during packaging.
83,50,Agent 9 edge/documentation/01_USER_PROMPTS_EXACT.txt,[generated while packaging],[archive-generated],"Exact user prompts in conversation order, with explicit notice that receipt timestamps were unavailable.",5561,c90cf89ae8ea8363e46c742b82fb360bf01709b5add74fb587857808f5057d8e,text/plain,2026-09-04 14:31:49.409563268 +0000,2026-09-04 14:31:49.409563268 +0000,2026-09-04 14:31:49.409563268 +0000,2026-09-04T14:31:48.936310Z,Exact current inode metadata from archive staging; generated during packaging.
84,50,Agent 9 edge/documentation/02_IMPORTANT_METADATA.json,[generated while packaging],[archive-generated],"Machine-readable archive, environment, provenance, run, and identifier metadata.",1676,f393c76461c02cd551bcbc7cb85771e8781fb2206fca98548d5e11e8f497a0fa,application/json,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04T14:31:48.936310Z,Exact current inode metadata from archive staging; generated during packaging.
85,50,Agent 9 edge/documentation/03_DELETED_OR_EPHEMERAL_ARTIFACTS.md,[generated while packaging],[archive-generated],Disclosure of temporary/deleted files and nonportable state that cannot be included.,1518,3448422049418d42d4cab323bdfabd76ee0ce27f9d5e66aee945be42bccfca19,text/markdown,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04T14:31:48.936310Z,Exact current inode metadata from archive staging; generated during packaging.
86,50,Agent 9 edge/documentation/04_CONVERSATION_AND_ARTIFACT_SEQUENCE.md,[generated while packaging],[archive-generated],"Human-readable sequence linking prompts, measurement runs, reports, scripts, and this archive.",1839,a492b28f0d3eacdfbc54efed94ac34d6840eab8a5955ddeaa78c20d5e5d792ac,text/markdown,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04 14:31:49.413563268 +0000,2026-09-04T14:31:48.936310Z,Exact current inode metadata from archive staging; generated during packaging.
